num_attacks,board
37,"[['Cruiser', None, None, None, None, None, None, None, None, None], ['Cruiser', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None], ['Cruiser', None, None, None, None, None, None, 'Battleship', None, None], [None, None, None, None, None, None, None, 'Battleship', None, None], [None, None, None, None, None, None, None, 'Battleship', None, None], [None, None, None, None, None, None, None, 'Battleship', None, None], ['Destroyer', None, None, None, None, None, None, None, None, None], ['Destroyer', None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
48,"[[None, None, None, None, None, None, None, None, None, None], [None, 'Destroyer', 'Destroyer', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None], [None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None], [None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, None, None, None]]"
43,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Destroyer', 'Destroyer', None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None], [None, None, 'Submarine', None, None, None, None, None, None, None], [None, None, 'Submarine', 'Battleship', None, 'Cruiser', 'Cruiser', 'Cruiser', None, None], [None, None, 'Submarine', 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
56,"[['Aircraft_Carrier', None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', None, 'Battleship', None, None, None, None, None, None, None], ['Aircraft_Carrier', None, 'Battleship', None, None, None, None, None, None, None], ['Aircraft_Carrier', None, 'Battleship', None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser'], ['Submarine', None, None, None, None, None, None, None, None, None], ['Submarine', None, None, None, None, None, None, None, None, None], ['Submarine', None, None, None, None, None, 'Destroyer', 'Destroyer', None, None]]"
48,"[[None, None, None, None, None, 'Submarine', None, None, None, 'Destroyer'], ['Battleship', None, None, None, None, 'Submarine', None, None, None, 'Destroyer'], ['Battleship', None, None, None, None, 'Submarine', None, None, None, None], ['Battleship', None, None, None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Cruiser', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None], ['Cruiser', None, None, None, None, None, None, None, None, None], ['Cruiser', None, None, None, None, None, None, None, None, None]]"
42,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, None, 'Submarine', None], [None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, 'Destroyer', 'Destroyer', 'Submarine', None], [None, None, None, None, None, None, None, None, 'Submarine', None]]"
49,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 'Battleship', None], [None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, 'Battleship', None], [None, None, 'Cruiser', None, None, 'Submarine', 'Submarine', 'Submarine', 'Battleship', None], [None, None, 'Cruiser', None, None, None, None, None, 'Battleship', None], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 'Destroyer', 'Destroyer']]"
46,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Destroyer', None, None, None, None, None, None], [None, None, None, 'Destroyer', None, None, None, None, None, None], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, None, 'Cruiser', None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', 'Submarine', 'Submarine', 'Submarine']]"
39,"[['Cruiser', None, None, None, None, None, None, None, None, None], ['Cruiser', None, None, None, None, None, None, None, None, None], ['Cruiser', None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], ['Battleship', None, None, None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, None, None, None], ['Battleship', None, None, None, None, 'Destroyer', 'Destroyer', 'Submarine', None, None], [None, None, None, None, None, None, None, 'Submarine', None, None], [None, None, None, None, None, None, None, 'Submarine', None, None], [None, None, None, None, None, None, None, None, None, None]]"
55,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', 'Destroyer', None, 'Aircraft_Carrier', None], [None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, 'Destroyer', None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None]]"
36,"[[None, None, 'Aircraft_Carrier', None, None, None, 'Battleship', None, None, None], [None, None, 'Aircraft_Carrier', 'Submarine', 'Submarine', 'Submarine', 'Battleship', None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, 'Battleship', None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, 'Battleship', None, None, None], ['Cruiser', None, 'Aircraft_Carrier', None, None, None, None, None, None, None], ['Cruiser', None, None, None, None, None, None, None, None, None], ['Cruiser', None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Destroyer', 'Destroyer', None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
37,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, None, None, 'Destroyer'], ['Submarine', None, None, None, None, None, None, None, None, 'Destroyer'], ['Submarine', None, None, None, None, None, None, None, None, None], ['Submarine', None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, None], [None, None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship'], [None, None, None, None, None, None, None, None, None, None]]"
41,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Battleship', None, None], [None, None, None, None, None, None, None, 'Battleship', None, None], [None, None, None, None, None, None, None, 'Battleship', None, None], [None, None, None, None, 'Submarine', 'Submarine', 'Submarine', 'Battleship', None, None], [None, 'Destroyer', None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None], ['Cruiser', 'Destroyer', None, None, None, None, None, None, None, None], ['Cruiser', None, None, None, None, None, None, None, None, None], ['Cruiser', None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
39,"[[None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Submarine', None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', 'Submarine', None, None, None, None, None], [None, 'Destroyer', None, 'Aircraft_Carrier', 'Submarine', None, None, None, None, None], [None, 'Destroyer', None, 'Aircraft_Carrier', None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', None, None, None, None, None, None]]"
35,"[[None, None, None, None, None, None, None, None, None, None], [None, None, 'Cruiser', None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, None, 'Cruiser', None, None, 'Battleship', None, None, None, None], ['Submarine', None, None, None, None, 'Battleship', None, None, None, None], ['Submarine', None, None, None, None, 'Battleship', None, None, 'Destroyer', 'Destroyer'], ['Submarine', None, None, None, None, 'Battleship', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
35,"[['Aircraft_Carrier', None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None], ['Aircraft_Carrier', None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', None, None, 'Battleship', None, None, None, None, None, None], ['Aircraft_Carrier', None, None, 'Battleship', None, None, None, None, None, None], ['Aircraft_Carrier', None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Destroyer', 'Destroyer', None, None, None, 'Submarine', None, None, None, None], [None, None, None, None, None, 'Submarine', None, None, None, None], [None, None, None, None, None, 'Submarine', None, None, None, None]]"
51,"[[None, None, None, None, None, 'Battleship', None, None, None, None], ['Submarine', 'Submarine', 'Submarine', None, None, 'Battleship', None, None, None, 'Destroyer'], [None, None, None, None, None, 'Battleship', None, None, None, 'Destroyer'], [None, None, None, None, None, 'Battleship', None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
53,"[[None, None, None, None, None, None, None, None, None, 'Battleship'], [None, None, 'Destroyer', None, None, None, None, None, None, 'Battleship'], ['Aircraft_Carrier', None, 'Destroyer', None, None, None, None, None, None, 'Battleship'], ['Aircraft_Carrier', None, None, None, None, None, None, None, None, 'Battleship'], ['Aircraft_Carrier', None, None, None, None, None, 'Submarine', None, None, None], ['Aircraft_Carrier', None, None, None, None, None, 'Submarine', None, None, None], ['Aircraft_Carrier', None, None, None, None, None, 'Submarine', None, None, None], ['Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
48,"[[None, 'Cruiser', None, None, None, None, None, None, None, None], [None, 'Cruiser', None, None, None, None, None, None, None, None], [None, 'Cruiser', 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, 'Destroyer', 'Destroyer', None, None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None]]"
30,"[[None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Submarine', None, 'Destroyer', 'Destroyer', None, None, None, None], [None, None, 'Submarine', None, None, None, None, None, None, None], [None, None, 'Submarine', None, None, None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None]]"
37,"[[None, None, None, None, None, None, None, 'Battleship', None, None], [None, None, None, None, 'Cruiser', None, None, 'Battleship', None, None], [None, None, None, None, 'Cruiser', None, None, 'Battleship', None, None], [None, None, 'Destroyer', 'Destroyer', 'Cruiser', None, None, 'Battleship', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, 'Submarine', None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, 'Submarine', None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, 'Submarine', None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None]]"
38,"[[None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Destroyer', 'Destroyer', None, None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, None, 'Submarine', None], ['Battleship', None, None, None, None, 'Cruiser', None, None, 'Submarine', None], ['Battleship', None, None, None, None, 'Cruiser', None, None, 'Submarine', None], [None, None, None, None, None, 'Cruiser', None, None, None, None]]"
61,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, 'Battleship'], [None, 'Destroyer', 'Destroyer', None, None, None, None, None, None, 'Battleship'], [None, None, None, None, None, None, None, None, None, 'Battleship'], [None, None, None, None, None, None, None, None, None, 'Battleship'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', 'Submarine', None, None], [None, None, None, None, None, None, None, 'Submarine', None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, 'Submarine', None, None], [None, None, None, None, None, None, None, None, None, None]]"
25,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, 'Destroyer', None, 'Battleship', None, None, None], [None, None, None, None, 'Destroyer', None, 'Battleship', None, None, None], [None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None]]"
42,"[[None, None, None, None, None, None, None, None, 'Destroyer', 'Destroyer'], [None, None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None], [None, None, None, None, None, 'Submarine', None, None, None, None], [None, None, None, None, None, 'Submarine', None, None, None, None], [None, None, None, None, None, 'Submarine', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Battleship', None, None], [None, None, None, None, None, None, None, 'Battleship', None, None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, 'Battleship', None, None], [None, None, None, None, None, None, None, 'Battleship', None, None]]"
58,"[['Destroyer', 'Destroyer', None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Submarine', None, None, None, None, None, None, None], [None, None, 'Submarine', None, None, None, None, None, None, None], [None, None, 'Submarine', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None], [None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None], [None, None, None, None, None, None, None, None, None, None]]"
39,"[[None, None, None, None, None, None, None, 'Cruiser', 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, 'Cruiser', 'Aircraft_Carrier', None], [None, 'Submarine', None, None, None, None, None, 'Cruiser', 'Aircraft_Carrier', None], [None, 'Submarine', None, None, None, 'Battleship', None, None, 'Aircraft_Carrier', None], [None, 'Submarine', None, None, None, 'Battleship', None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, 'Battleship', None, None, None, None], [None, None, None, 'Destroyer', 'Destroyer', 'Battleship', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
28,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Battleship', 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, None, None, None], ['Battleship', 'Destroyer', 'Destroyer', None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, 'Submarine', None, None, None, None], [None, None, None, None, None, 'Submarine', None, None, None, None], [None, None, None, None, None, 'Submarine', None, None, None, None]]"
62,"[[None, None, None, None, None, None, None, None, None, 'Destroyer'], [None, None, None, 'Aircraft_Carrier', None, None, None, None, None, 'Destroyer'], [None, None, None, 'Aircraft_Carrier', None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', None, None, None, None, 'Battleship', None], [None, None, None, 'Aircraft_Carrier', 'Cruiser', None, None, None, 'Battleship', None], [None, None, None, 'Aircraft_Carrier', 'Cruiser', None, None, None, 'Battleship', None], [None, 'Submarine', 'Submarine', 'Submarine', 'Cruiser', None, None, None, 'Battleship', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
29,"[[None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None], ['Battleship', 'Battleship', 'Battleship', 'Battleship', 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', 'Cruiser', None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', 'Cruiser', None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None], ['Destroyer', 'Destroyer', None, None, None, None, None, None, None, None], ['Submarine', 'Submarine', 'Submarine', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
37,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Destroyer', None, None, None, None, None], [None, None, None, 'Battleship', 'Destroyer', None, None, None, None, None], [None, None, None, 'Battleship', None, None, 'Aircraft_Carrier', None, None, None], ['Cruiser', 'Cruiser', 'Cruiser', 'Battleship', None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, 'Battleship', None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None], [None, None, None, None, None, None, None, None, None, None]]"
41,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Destroyer', None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, 'Destroyer', None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None], [None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
44,"[['Battleship', None, None, 'Aircraft_Carrier', None, None, None, None, None, None], ['Battleship', None, None, 'Aircraft_Carrier', None, None, None, None, None, None], ['Battleship', None, None, 'Aircraft_Carrier', None, None, None, None, None, None], ['Battleship', None, None, 'Aircraft_Carrier', None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Destroyer', None, None], [None, None, None, None, None, None, None, 'Destroyer', None, None], [None, None, None, 'Cruiser', None, None, None, None, None, None], [None, None, None, 'Cruiser', None, None, None, None, None, None], [None, None, None, 'Cruiser', None, None, 'Submarine', 'Submarine', 'Submarine', None]]"
67,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Submarine', None, 'Destroyer', None, None, None], [None, None, None, None, 'Submarine', None, 'Destroyer', None, None, None], [None, None, None, None, 'Submarine', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, 'Aircraft_Carrier'], [None, None, None, 'Battleship', None, None, None, None, None, 'Aircraft_Carrier'], [None, None, None, 'Battleship', None, None, 'Cruiser', None, None, 'Aircraft_Carrier'], [None, None, None, 'Battleship', None, None, 'Cruiser', None, None, 'Aircraft_Carrier'], [None, None, None, 'Battleship', None, None, 'Cruiser', None, None, 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, None]]"
45,"[[None, None, None, None, None, None, None, None, None, None], ['Battleship', 'Battleship', 'Battleship', 'Battleship', None, 'Aircraft_Carrier', None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', None, None, None, None], [None, 'Submarine', 'Submarine', 'Submarine', None, 'Aircraft_Carrier', None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', None, 'Cruiser', None, None], [None, None, None, None, None, 'Aircraft_Carrier', None, 'Cruiser', None, None], [None, None, None, None, None, None, None, 'Cruiser', None, None], ['Destroyer', None, None, None, None, None, None, None, None, None], ['Destroyer', None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
35,"[[None, None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship'], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, 'Destroyer', 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, 'Destroyer', None, None, None, None], [None, None, None, None, None, None, None, 'Submarine', 'Cruiser', None], [None, None, None, None, None, None, None, 'Submarine', 'Cruiser', None], [None, None, None, None, None, None, None, 'Submarine', 'Cruiser', None]]"
52,"[[None, None, None, None, 'Aircraft_Carrier', None, None, None, 'Destroyer', 'Destroyer'], [None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', None, 'Battleship', 'Battleship', 'Battleship', 'Battleship'], [None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None], [None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None]]"
54,"[[None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Destroyer', 'Destroyer'], [None, None, None, None, None, None, None, 'Submarine', 'Submarine', 'Submarine'], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None], [None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
45,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Destroyer', 'Destroyer', None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, 'Submarine', 'Submarine', 'Submarine', None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None]]"
47,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Destroyer', 'Destroyer', None, None, None, None], [None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None, None], [None, 'Battleship', None, None, None, None, None, None, None, None], [None, 'Battleship', None, None, None, None, None, None, None, None], [None, 'Battleship', None, None, None, None, None, None, None, None], [None, 'Battleship', 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
50,"[[None, None, None, None, 'Aircraft_Carrier', 'Cruiser', 'Cruiser', 'Cruiser', None, None], [None, None, None, None, 'Aircraft_Carrier', 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], [None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, 'Submarine', None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, 'Submarine', None, None], [None, None, None, None, None, None, None, 'Submarine', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Destroyer', None, None, None, None], [None, None, None, None, None, 'Destroyer', None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
